Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,Gls_T1,Gls_T2,FR,Gls_fh_T1,Gls_fh_T2,FHR,Gls_sh_T1,Gls_sh_T2,SHR,Gls_0_15_T1,Gls_16_30_T1,Gls_31_HT_T1,Gls_46_60_T1,Gls_61_75_T1,Gls_76_FT_T1,Gls_0_15_T2,Gls_16_30_T2,Gls_31_HT_T2,Gls_46_60_T2,Gls_61_75_T2,Gls_76_FT_T2,Coach_T1,Coach_T2,Poss_T1,Poss_T2,Svs_T1,Svs_T2,Crcl_svs_T1,Crcl_svs_T2,Pnt_T1,Pnt_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,FlsC_T1,FlsC_T2,Post_T1,Post_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,1st_yllw_crd_T1,1st_yllw_crd_T2,2nd_yllw_crd_T1,2nd_yllw_crd_T2,rd_crd_T1,rd_crd_T2,Fst_brk_T1,Fst_brk_T2,Crs_T1,Crs_T2,Lng_blls_T1,Lng_blls_T2,Atk_mddl_T1,Atk_mddl_T2,Atk_rght_T1,Atk_rght_T2,Atk_lft_T1,Atk_lft_T2,bet365_home_win,bet365_draw,bet365_away_win
2014-15,27,FIORENTINA,MILAN,16/03/2015,ARTEMIO FRANCHI - FIRENZE,19:00,CARMINE RUSSO,2,1,H,0,0,D,2,1,H,0,0,0,0,0,2,0,0,0,1,0,0,Vincenzo Montella,Filippo Inzaghi,55%,45%,2,4,0,0,0 (0),0 (0),15,3,8,3,0,0,7,0,0,0,0,0,11,14,1,0,4,1,4,1,1,3,8,8,3,4,0,0,0,0,5,5,12,11,14,11,15,4,10,4,1,3,1.91,3.5,4.2
2014-15,27,TORINO,LAZIO,16/03/2015,OLIMPICO - TORINO,19:00,DANIELE ORSATO,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,0,1,1,Gian Piero Ventura,Stefano Pioli,49%,51%,3,2,0,0,0 (0),0 (0),8,12,4,6,0,0,4,6,1,0,0,0,6,17,0,0,5,7,1,2,1,3,5,6,3,2,0,0,0,0,3,9,8,6,15,12,3,11,2,5,10,5,3.1,3.1,2.5
2014-15,27,ROMA,SAMPDORIA,16/03/2015,OLIMPICO - ROMA,21:00,GIANPAOLO CALVARESE,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,1,0,1,Rudi Garcia,Sinisa Mihajlovic,56%,44%,0,7,0,3,0 (0),0 (0),12,5,7,3,0,0,5,2,1,0,0,0,10,17,0,1,6,3,4,2,2,4,10,3,2,3,0,0,1,0,7,7,17,7,15,16,7,1,18,7,6,2,1.65,3.6,6
2014-15,28,CHIEVOVERONA,PALERMO,21/03/2015,MARCANTONIO BENTEGODI - VERONA,18:00,PIERO GIACOMELLI,1,0,H,1,0,H,0,0,D,0,0,1,0,0,0,0,0,0,0,0,0,Rolando Maran,Giuseppe Iachini,37%,63%,3,3,1,1,1 (0),0 (0),12,16,8,6,0,0,4,10,1,2,0,0,16,17,0,1,6,4,2,1,1,0,5,8,1,1,0,1,0,0,5,5,7,11,15,21,8,7,2,5,6,4,2.5,3.1,3
2014-15,28,MILAN,CAGLIARI,21/03/2015,GIUSEPPE MEAZZA - MILANO,20:45,PAOLO TAGLIAVENTO,3,1,H,1,0,H,2,1,H,0,1,0,2,0,0,0,0,0,1,0,0,Filippo Inzaghi,Zdenek Zeman,54%,46%,0,5,0,3,1 (1),0 (0),12,10,9,3,1,0,3,7,2,2,0,0,14,14,0,1,8,6,3,2,1,1,10,5,1,4,0,0,0,0,6,6,13,11,23,7,7,7,8,9,9,11,1.8,3.75,4.33
2014-15,28,EMPOLI,SASSUOLO,22/03/2015,CARLO CASTELLANI - EMPOLI,12:30,DINO TOMMASI,3,1,H,0,0,D,3,1,H,0,0,0,3,0,0,0,0,0,1,0,0,Maurizio Sarri,Eusebio Di Francesco,51%,49%,5,4,1,1,0 (0),0 (0),15,11,7,5,1,1,8,6,2,1,0,0,11,13,0,0,6,2,4,0,1,3,10,4,0,2,0,0,0,0,3,1,5,4,10,22,5,4,6,4,7,8,2,3.3,4
2014-15,28,JUVENTUS,GENOA,22/03/2015,ALLIANZ STADIUM - TORINO,15:00,MARCO DI BELLO,1,0,H,1,0,H,0,0,D,0,1,0,0,0,0,0,0,0,0,0,0,Massimiliano Allegri,Gian Piero Gasperini,54%,46%,1,3,0,1,1 (0),0 (0),13,8,8,2,2,0,5,6,0,0,0,0,9,17,1,0,8,2,1,0,2,2,5,4,1,4,0,0,0,0,5,6,10,10,18,11,9,5,11,5,1,4,1.33,5,10
2014-15,28,CESENA,ROMA,22/03/2015,OROGEL STADIUM - CESENA,20:45,ANTONIO DAMATO,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,0,1,0,0,0,Domenico Di Carlo,Rudi Garcia,44%,56%,3,2,0,0,0 (0),0 (0),8,13,4,6,0,0,4,7,0,1,0,0,16,15,0,0,3,7,4,2,0,1,7,3,3,2,0,0,0,0,2,2,12,6,6,10,3,4,1,4,3,4,5.25,3.75,1.67
2014-15,28,LAZIO,HELLAS VERONA,22/03/2015,OLIMPICO - ROMA,20:45,DAVIDE MASSA,2,0,H,2,0,H,0,0,D,1,0,1,0,0,0,0,0,0,0,0,0,Stefano Pioli,Andrea Mandorlini,54%,46%,1,4,1,2,0 (0),0 (0),15,2,9,1,1,1,6,1,0,0,0,0,9,7,2,0,5,1,2,1,2,2,12,1,0,1,0,0,0,0,7,8,21,12,13,25,16,8,9,6,11,10,1.4,4.5,9
2014-15,28,NAPOLI,ATALANTA,22/03/2015,SAN PAOLO - NAPOLI,20:45,GIANPAOLO CALVARESE,1,1,D,0,0,D,1,1,D,0,0,0,0,0,1,0,0,0,0,1,0,Rafael Benitez,Edoardo Reja,64%,36%,2,9,0,3,0 (0),0 (0),14,7,11,3,2,0,3,4,0,0,0,0,14,16,1,0,6,2,0,1,1,1,8,5,4,4,0,1,0,0,0,0,20,4,10,2,7,3,5,3,9,4,1.44,4.5,7.5
2014-15,28,PARMA,TORINO,22/03/2015,ENNIO TARDINI - PARMA,20:45,MAURIZIO MARIANI,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,0,1,0,0,1,0,Roberto Donadoni,Gian Piero Ventura,41%,59%,5,2,0,0,0 (0),0 (0),11,14,4,8,0,0,7,6,0,1,0,0,14,10,1,0,3,9,0,3,1,0,7,5,4,2,0,0,1,0,1,3,6,9,8,7,6,7,3,3,6,7,4.33,3.4,1.91
2014-15,28,SAMPDORIA,INTER,22/03/2015,LUIGI FERRARIS - GENOVA,20:45,PAOLO VALERI,1,0,H,0,0,D,1,0,H,0,0,0,0,1,0,0,0,0,0,0,0,Sinisa Mihajlovic,Roberto Mancini,37%,63%,1,1,1,0,0 (0),0 (0),8,10,3,2,1,0,5,8,1,0,0,0,9,17,0,1,5,6,1,2,2,0,5,7,3,6,0,0,0,0,8,5,4,9,8,8,7,11,8,10,1,4,2.63,3.25,2.75
2014-15,28,UDINESE,FIORENTINA,22/03/2015,DACIA ARENA - STADIO FRIULI - UDINE,20:45,MASSIMILIANO IRRATI,2,2,D,1,0,H,1,2,A,1,0,0,0,1,0,0,0,0,2,0,0,Andrea Stramaccioni,Vincenzo Montella,39%,61%,3,4,0,1,0 (0),0 (0),14,13,9,10,0,1,5,3,1,0,0,0,12,11,1,0,7,2,5,2,6,1,8,5,3,3,0,0,0,0,9,4,8,14,33,11,5,9,8,9,4,7,3.3,3.3,2.25
2014-15,29,ROMA,NAPOLI,04/04/2015,OLIMPICO - ROMA,12:30,NICOLA RIZZOLI,1,0,H,1,0,H,0,0,D,0,1,0,0,0,0,0,0,0,0,0,0,Rudi Garcia,Rafael Benitez,50%,50%,5,1,2,0,0 (0),0 (0),4,12,2,6,0,1,2,6,0,1,0,0,17,10,0,0,3,5,3,5,1,2,2,5,4,1,0,0,0,0,15,6,5,5,20,25,1,4,9,6,5,13,2.2,3.3,3.4
2014-15,29,ATALANTA,TORINO,04/04/2015,GEWISS STADIUM - BERGAMO,15:00,MARCO GUIDA,1,2,A,0,2,A,1,0,H,0,0,0,0,1,0,0,1,1,0,0,0,Edoardo Reja,Gian Piero Ventura,48%,52%,5,4,2,0,0 (0),0 (0),9,11,6,7,1,1,3,4,0,0,0,0,17,23,0,0,5,8,1,0,1,4,6,6,3,5,0,0,1,1,5,5,13,3,8,4,9,10,7,2,4,3,2.8,3.1,2.7
2014-15,29,CAGLIARI,LAZIO,04/04/2015,SANT'ELIA - CAGLIARI,15:00,GIANLUCA ROCCHI,1,3,A,0,1,A,1,2,A,0,0,0,1,0,0,0,0,1,1,0,1,Zdenek Zeman,Stefano Pioli,40%,60%,6,2,5,1,0 (0),2 (1),5,14,4,11,1,2,1,3,0,1,0,0,19,18,0,0,1,3,0,2,4,0,3,1,4,4,0,0,1,0,2,1,10,13,8,12,5,6,7,10,10,5,4.5,3.6,1.83
2014-15,29,GENOA,UDINESE,04/04/2015,LUIGI FERRARIS - GENOVA,15:00,PAOLO SILVIO MAZZOLENI,1,1,D,1,0,H,0,1,A,0,1,0,0,0,0,0,0,0,0,1,0,Gian Piero Gasperini,Andrea Stramaccioni,55%,45%,4,5,2,1,0 (0),0 (0),10,10,8,5,2,1,2,5,1,1,0,0,17,17,1,0,6,4,1,2,2,0,9,5,2,3,0,0,0,0,2,0,8,12,9,10,4,5,4,6,8,1,1.95,3.4,4.2
2014-15,29,HELLAS VERONA,CESENA,04/04/2015,MARCANTONIO BENTEGODI - VERONA,15:00,DANIELE ORSATO,3,3,D,2,0,H,1,3,A,1,1,0,0,1,0,0,0,0,0,1,2,Andrea Mandorlini,Domenico Di Carlo,43%,57%,5,3,0,1,0 (0),0 (0),16,19,9,12,0,1,7,7,0,0,0,0,16,10,0,1,5,6,5,3,0,0,7,4,3,3,0,0,0,0,14,2,11,8,12,5,3,7,11,4,5,5,1.91,3.5,4.2
2014-15,29,INTER,PARMA,04/04/2015,GIUSEPPE MEAZZA - MILANO,15:00,SEBASTIANO PERUZZO,1,1,D,1,1,D,0,0,D,0,1,0,0,0,0,0,0,1,0,0,0,Roberto Mancini,Roberto Donadoni,62%,38%,1,5,0,0,0 (0),0 (0),14,7,8,3,1,0,6,4,0,1,0,0,10,12,0,0,7,3,5,3,1,0,5,2,2,0,0,0,0,0,2,3,14,6,11,11,15,6,4,5,8,4,1.2,6.5,15
2014-15,29,PALERMO,MILAN,04/04/2015,RENZO BARBERA - PALERMO,15:00,DANIELE DOVERI,1,2,A,0,1,A,1,1,D,0,0,0,1,0,0,0,0,1,0,0,1,Giuseppe Iachini,Filippo Inzaghi,50%,50%,3,2,3,1,1 (1),0 (0),16,10,5,6,1,0,11,4,0,1,0,0,13,11,0,0,12,10,2,6,2,10,5,6,2,3,0,0,0,0,4,9,10,9,24,40,19,14,11,15,19,9,2.5,3.2,3
2014-15,29,SASSUOLO,CHIEVOVERONA,04/04/2015,MAPEI STADIUM - REGGIO EMILIA,15:00,LUCA PAIRETTO,1,0,H,1,0,H,0,0,D,0,0,1,0,0,0,0,0,0,0,0,0,Eusebio Di Francesco,Rolando Maran,48%,52%,4,1,0,0,1 (1),0 (0),7,12,2,6,1,1,5,6,1,1,0,0,18,12,0,1,4,5,3,2,3,4,4,9,2,2,1,0,0,0,2,3,13,17,4,12,3,3,2,2,2,4,2.15,3.1,3.75
2014-15,29,FIORENTINA,SAMPDORIA,04/04/2015,ARTEMIO FRANCHI - FIRENZE,18:30,LUCA BANTI,2,0,H,0,0,D,2,0,H,0,0,0,0,2,0,0,0,0,0,0,0,Vincenzo Montella,Sinisa Mihajlovic,60%,40%,0,5,0,2,0 (0),0 (0),14,4,9,1,0,0,5,3,0,0,0,0,7,12,1,0,6,2,3,1,1,0,6,3,2,1,0,0,0,0,8,4,25,11,21,15,19,10,9,10,22,5,1.73,3.6,5.25
2014-15,29,JUVENTUS,EMPOLI,04/04/2015,ALLIANZ STADIUM - TORINO,21:00,PIERO GIACOMELLI,2,0,H,1,0,H,1,0,H,0,0,1,0,0,1,0,0,0,0,0,0,Massimiliano Allegri,Maurizio Sarri,61%,39%,4,4,1,1,0 (0),0 (0),14,9,9,5,0,0,5,4,0,0,0,0,13,7,0,0,8,5,0,1,5,1,5,4,2,2,0,0,0,0,3,2,8,11,11,9,12,7,1,0,1,2,1.36,5,8.5
2014-15,30,GENOA,CAGLIARI,11/04/2015,LUIGI FERRARIS - GENOVA,18:00,CARMINE RUSSO,2,0,H,0,0,D,2,0,H,0,0,0,2,0,0,0,0,0,0,0,0,Gian Piero Gasperini,Zdenek Zeman,61%,39%,7,3,1,2,0 (0),0 (0),16,15,10,14,0,1,6,1,0,0,0,0,16,20,1,3,11,9,5,0,4,0,7,8,2,3,0,0,0,0,8,2,13,11,22,8,12,11,3,1,2,2,1.91,3.4,4
2014-15,30,PARMA,JUVENTUS,11/04/2015,ENNIO TARDINI - PARMA,18:00,ANDREA GERVASONI,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Roberto Donadoni,Massimiliano Allegri,38%,62%,5,1,2,0,0 (0),0 (0),9,18,6,10,0,2,3,8,0,1,0,0,17,13,0,0,3,9,4,9,1,1,4,4,3,3,0,0,0,0,12,9,2,4,10,15,1,6,4,2,3,7,9,5,1.33
2014-15,30,HELLAS VERONA,INTER,11/04/2015,MARCANTONIO BENTEGODI - VERONA,20:45,PAOLO TAGLIAVENTO,0,3,A,0,1,A,0,2,A,0,0,0,0,0,0,1,0,0,1,0,1,Andrea Mandorlini,Roberto Mancini,41%,59%,0,4,0,4,1 (0),0 (0),16,11,5,4,1,0,11,7,0,0,0,0,6,12,0,1,6,4,1,4,0,0,4,5,2,4,0,0,0,0,8,8,16,17,13,11,7,5,9,16,5,3,3.4,3.3,2.2
2014-15,30,CESENA,CHIEVOVERONA,12/04/2015,OROGEL STADIUM - CESENA,12:30,PAOLO VALERI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,1,Domenico Di Carlo,Rolando Maran,50%,50%,4,2,0,0,0 (0),0 (0),11,14,2,6,0,0,9,8,2,1,0,0,18,15,0,0,2,5,0,2,0,4,3,5,2,1,0,0,0,0,6,4,20,23,21,13,16,13,7,8,5,12,2.63,3,2.8
2014-15,30,ATALANTA,SASSUOLO,12/04/2015,GEWISS STADIUM - BERGAMO,15:00,DANIELE DOVERI,2,1,H,1,0,H,1,1,D,0,0,1,1,0,0,0,0,0,1,0,0,Edoardo Reja,Eusebio Di Francesco,47%,53%,1,3,0,1,1 (1),0 (0),9,6,5,4,1,0,4,2,1,1,0,0,20,16,0,0,7,3,2,1,1,3,2,1,2,1,1,1,0,0,7,3,2,5,3,15,7,6,3,4,4,1,2.1,3.2,3.6
2014-15,30,LAZIO,EMPOLI,12/04/2015,OLIMPICO - ROMA,15:00,SEBASTIANO PERUZZO,4,0,H,3,0,H,1,0,H,1,0,2,1,0,0,0,0,0,0,0,0,Stefano Pioli,Maurizio Sarri,58%,42%,6,2,3,0,0 (0),0 (0),7,9,6,6,0,2,1,3,0,1,0,0,23,12,0,0,5,3,4,2,9,1,2,7,3,0,1,0,0,0,4,4,6,7,29,9,4,5,3,4,7,6,1.45,4.2,7.5
2014-15,30,NAPOLI,FIORENTINA,12/04/2015,SAN PAOLO - NAPOLI,15:00,ANTONIO DAMATO,3,0,H,1,0,H,2,0,H,0,1,0,0,1,1,0,0,0,0,0,0,Rafael Benitez,Vincenzo Montella,39%,61%,0,3,0,0,0 (0),0 (0),10,4,8,0,0,0,2,4,0,0,0,0,21,13,2,0,6,1,4,0,4,1,4,4,3,1,0,0,0,0,3,0,4,7,8,11,7,5,2,6,8,6,2,3.4,3.75
2014-15,30,TORINO,ROMA,12/04/2015,OLIMPICO - TORINO,15:00,MASSIMILIANO IRRATI,1,1,D,0,0,D,1,1,D,0,0,0,0,1,0,0,0,0,0,1,0,Gian Piero Ventura,Rudi Garcia,45%,55%,5,1,1,0,0 (0),1 (1),8,19,2,7,0,1,6,12,0,1,0,0,10,9,0,1,4,8,1,0,2,2,4,7,5,3,0,0,0,0,5,4,9,12,20,7,4,10,3,2,2,0,2.75,3.2,2.6
2014-15,30,UDINESE,PALERMO,12/04/2015,DACIA ARENA - STADIO FRIULI - UDINE,15:00,DINO TOMMASI,1,3,A,0,2,A,1,1,D,0,0,0,0,0,1,1,1,0,0,1,0,Andrea Stramaccioni,Giuseppe Iachini,54%,46%,1,1,0,0,0 (0),0 (0),7,7,3,6,0,0,4,1,0,1,0,0,16,15,0,2,2,5,1,3,4,2,7,3,3,0,0,0,0,0,4,11,11,7,36,14,5,3,3,4,7,5,2.25,3.1,3.4
2014-15,30,MILAN,SAMPDORIA,12/04/2015,GIUSEPPE MEAZZA - MILANO,20:45,GIANLUCA ROCCHI,1,1,D,0,0,D,1,1,D,0,0,0,0,1,0,0,0,0,1,0,0,Filippo Inzaghi,Sinisa Mihajlovic,54%,46%,2,5,1,0,0 (0),0 (0),16,8,7,3,0,1,9,5,0,0,0,0,10,14,1,0,8,4,3,1,0,1,7,5,3,2,0,0,0,0,12,8,19,9,10,15,12,5,10,5,5,4,1.91,3.3,4.2
2014-15,31,SAMPDORIA,CESENA,18/04/2015,LUIGI FERRARIS - GENOVA,18:00,PIERO GIACOMELLI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Sinisa Mihajlovic,Domenico Di Carlo,63%,37%,4,4,1,0,0 (0),0 (0),18,6,9,5,1,0,9,1,0,1,0,0,9,18,0,0,7,2,4,1,2,0,12,5,2,3,0,0,0,0,1,3,11,4,12,4,9,2,9,4,8,1,1.57,3.8,6.5
2014-15,31,JUVENTUS,LAZIO,18/04/2015,ALLIANZ STADIUM - TORINO,20:45,NICOLA RIZZOLI,2,0,H,2,0,H,0,0,D,0,2,0,0,0,0,0,0,0,0,0,0,Massimiliano Allegri,Stefano Pioli,41%,59%,4,2,0,0,0 (0),0 (0),6,8,4,4,1,1,2,4,0,1,0,0,13,20,0,0,4,3,2,0,3,1,2,9,3,4,0,0,0,1,4,1,5,23,17,6,6,6,2,2,1,1,1.95,3.4,4.33
2014-15,31,SASSUOLO,TORINO,19/04/2015,MAPEI STADIUM - REGGIO EMILIA,12:30,GIANPAOLO CALVARESE,1,1,D,1,0,H,0,1,A,0,1,0,0,0,0,0,0,0,1,0,0,Eusebio Di Francesco,Gian Piero Ventura,48%,52%,7,0,1,0,1 (1),1 (1),9,21,2,14,1,1,7,7,0,2,0,0,14,15,0,0,2,11,2,5,0,1,4,5,2,3,0,0,0,0,5,1,10,4,4,9,5,7,2,8,2,0,3.2,3.2,2.38
2014-15,31,CHIEVOVERONA,UDINESE,19/04/2015,MARCANTONIO BENTEGODI - VERONA,15:00,DAVIDE MASSA,1,1,D,1,0,H,0,1,A,0,0,1,0,0,0,0,0,0,0,1,0,Rolando Maran,Andrea Stramaccioni,49%,51%,2,6,0,2,0 (0),0 (0),11,9,8,4,0,1,3,5,0,0,0,0,16,16,1,2,4,1,1,0,0,1,4,3,3,4,0,0,0,0,2,6,9,4,12,16,6,4,5,2,3,3,2.25,3.1,3.6
2014-15,31,EMPOLI,PARMA,19/04/2015,CARLO CASTELLANI - EMPOLI,15:00,FABRIZIO PASQUA,2,2,D,2,1,H,0,1,A,0,0,2,0,0,0,0,1,0,0,1,0,Maurizio Sarri,Roberto Donadoni,57%,43%,5,3,0,0,0 (0),0 (0),11,12,8,9,0,0,3,3,0,0,0,0,9,15,0,1,3,3,4,0,5,4,13,1,0,1,0,0,0,0,1,5,7,8,5,8,7,11,3,1,8,1,1.53,3.8,6.5
2014-15,31,PALERMO,GENOA,19/04/2015,RENZO BARBERA - PALERMO,15:00,ANGELO CERVELLERA,2,1,H,2,0,H,0,1,A,1,1,0,0,0,0,0,0,0,1,0,0,Giuseppe Iachini,Gian Piero Gasperini,46%,54%,2,5,2,1,0 (0),0 (0),13,9,9,3,0,0,4,6,0,1,0,0,19,18,1,0,13,9,3,2,1,3,6,4,4,3,0,0,0,0,8,5,9,9,12,6,8,16,11,8,10,15,2.2,3.25,3.5
2014-15,31,ROMA,ATALANTA,19/04/2015,OLIMPICO - ROMA,15:00,ANDREA GERVASONI,1,1,D,1,1,D,0,0,D,0,0,1,0,0,0,0,0,1,0,0,0,Rudi Garcia,Edoardo Reja,59%,41%,2,6,0,1,1 (1),1 (1),10,4,7,3,1,1,3,1,1,0,0,0,11,17,0,0,4,1,3,1,2,0,11,1,4,5,0,0,0,0,6,11,10,6,13,22,6,3,12,2,16,3,1.44,4.5,7.5
2014-15,31,CAGLIARI,NAPOLI,19/04/2015,SANT'ELIA - CAGLIARI,18:00,PAOLO VALERI,0,3,A,0,2,A,0,1,A,0,0,0,0,0,0,0,1,1,1,0,0,Zdenek Zeman,Rafael Benitez,44%,56%,3,4,1,1,0 (0),0 (0),10,11,6,7,1,0,4,4,1,0,0,0,13,13,0,0,2,3,0,3,1,3,6,5,4,1,0,1,0,0,6,7,15,11,10,21,7,10,9,7,6,7,3.8,3.6,1.95
2014-15,31,INTER,MILAN,19/04/2015,GIUSEPPE MEAZZA - MILANO,20:45,LUCA BANTI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Roberto Mancini,Filippo Inzaghi,55%,45%,5,2,2,2,0 (0),0 (0),12,7,4,6,0,0,8,1,1,0,0,0,16,9,0,0,7,2,2,1,2,4,9,3,4,2,0,0,0,0,9,5,14,5,13,9,10,3,6,8,9,2,2.25,3.3,3.3
2014-15,31,FIORENTINA,HELLAS VERONA,20/04/2015,ARTEMIO FRANCHI - FIRENZE,20:45,PAOLO SILVIO MAZZOLENI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,1,Vincenzo Montella,Andrea Mandorlini,59%,41%,2,3,0,1,1 (0),0 (0),17,9,6,8,0,0,11,1,1,0,0,0,11,19,0,0,3,2,3,1,0,1,11,7,2,5,0,0,0,0,7,5,20,13,9,6,11,11,3,2,6,3,1.44,4.5,7.5
2014-15,32,UDINESE,MILAN,25/04/2015,DACIA ARENA - STADIO FRIULI - UDINE,18:00,ANTONIO DAMATO,2,1,H,0,0,D,2,1,H,0,0,0,1,1,0,0,0,0,0,0,1,Andrea Stramaccioni,Filippo Inzaghi,43%,57%,2,3,0,0,0 (0),0 (0),14,5,5,3,0,0,9,2,0,0,0,0,26,17,0,0,5,1,1,1,4,2,9,1,2,1,0,0,0,0,8,1,6,8,18,7,10,4,7,4,5,4,3.1,3.25,2.38
2014-15,32,INTER,ROMA,25/04/2015,GIUSEPPE MEAZZA - MILANO,20:45,DANIELE ORSATO,2,1,H,1,0,H,1,1,D,1,0,0,0,0,1,0,0,0,0,1,0,Roberto Mancini,Rudi Garcia,47%,53%,5,1,1,0,0 (0),0 (0),9,11,4,7,0,1,5,4,0,0,0,0,16,14,0,1,6,7,4,2,4,3,4,4,6,4,0,0,0,0,1,4,3,5,8,4,11,8,4,6,2,6,2.4,3.25,3.1
2014-15,32,ATALANTA,EMPOLI,26/04/2015,GEWISS STADIUM - BERGAMO,12:30,ANGELO CERVELLERA,2,2,D,1,1,D,1,1,D,0,0,1,0,0,1,0,0,1,1,0,0,Edoardo Reja,Maurizio Sarri,50%,50%,8,3,2,0,0 (0),0 (0),13,20,5,12,0,2,8,8,1,1,0,0,18,15,0,1,11,9,2,2,6,1,7,1,3,1,0,0,0,0,9,8,10,3,25,9,10,10,7,5,8,7,2.5,3,3.2
2014-15,32,GENOA,CESENA,26/04/2015,LUIGI FERRARIS - GENOVA,15:00,SEBASTIANO PERUZZO,3,1,H,2,0,H,1,1,D,0,0,2,1,0,0,0,0,0,0,1,0,Gian Piero Gasperini,Domenico Di Carlo,56%,44%,4,5,3,2,1 (1),0 (0),17,8,8,4,1,0,9,4,2,1,0,0,14,16,0,0,8,5,3,0,0,1,11,7,2,3,0,0,0,1,3,4,11,7,12,10,11,8,7,3,9,2,1.57,4,6
2014-15,32,HELLAS VERONA,SASSUOLO,26/04/2015,MARCANTONIO BENTEGODI - VERONA,15:00,DANIELE CHIFFI,3,2,H,1,1,D,2,1,H,0,1,0,0,2,0,0,0,1,0,0,1,Andrea Mandorlini,Eusebio Di Francesco,39%,61%,7,5,2,0,0 (0),0 (0),13,18,8,9,1,2,5,9,0,0,0,0,8,16,0,1,6,7,4,3,2,0,6,4,3,2,0,0,1,0,8,4,7,16,13,4,3,7,2,3,6,6,2.2,3.3,3.4
2014-15,32,LAZIO,CHIEVOVERONA,26/04/2015,OLIMPICO - ROMA,15:00,DINO TOMMASI,1,1,D,1,0,H,0,1,A,0,0,1,0,0,0,0,0,0,0,1,0,Stefano Pioli,Rolando Maran,52%,48%,0,6,0,2,0 (0),0 (0),20,5,9,2,1,0,11,3,3,0,0,0,15,15,0,0,6,4,2,3,0,5,8,2,2,5,0,0,0,0,4,2,10,20,13,25,12,7,8,10,9,9,1.4,4.75,8
2014-15,32,PARMA,PALERMO,26/04/2015,ENNIO TARDINI - PARMA,15:00,MARCO DI BELLO,1,0,H,1,0,H,0,0,D,0,0,1,0,0,0,0,0,0,0,0,0,Roberto Donadoni,Giuseppe Iachini,47%,53%,6,4,1,0,1 (1),0 (0),8,11,6,9,1,0,2,2,0,1,0,0,18,9,1,0,6,6,3,6,1,3,3,5,4,0,0,0,0,0,7,5,1,0,12,18,3,4,1,1,2,3,3.3,3.3,2.25
2014-15,32,TORINO,JUVENTUS,26/04/2015,OLIMPICO - TORINO,15:00,PAOLO TAGLIAVENTO,2,1,H,1,1,D,1,0,H,0,0,1,1,0,0,0,0,1,0,0,0,Gian Piero Ventura,Massimiliano Allegri,47%,53%,3,1,1,0,0 (0),0 (0),8,15,3,6,0,2,5,9,0,0,0,0,17,16,0,2,5,10,2,3,3,1,3,2,3,1,0,0,0,0,3,2,11,18,14,7,9,9,3,2,4,0,4.33,3.25,1.95
2014-15,32,FIORENTINA,CAGLIARI,26/04/2015,ARTEMIO FRANCHI - FIRENZE,18:00,MARCO GUIDA,1,3,A,0,1,A,1,2,A,0,0,0,0,1,0,1,0,0,1,0,1,Vincenzo Montella,Gianluca Festa,62%,38%,6,1,0,1,0 (0),0 (0),16,14,8,10,0,0,8,4,0,1,0,0,12,14,0,0,5,7,5,2,1,4,10,3,1,5,0,0,0,0,6,7,29,3,9,4,15,9,8,1,2,4,1.44,4.75,7.5
2014-15,32,NAPOLI,SAMPDORIA,26/04/2015,SAN PAOLO - NAPOLI,20:45,DANIELE DOVERI,4,2,H,2,1,H,2,1,H,0,0,2,2,0,0,1,0,0,0,0,1,Rafael Benitez,Sinisa Mihajlovic,59%,41%,2,7,0,4,1 (1),0 (0),25,7,16,4,1,1,9,3,2,0,0,0,9,12,0,0,10,2,8,0,3,1,8,4,1,2,0,0,0,0,2,2,9,5,18,17,8,6,6,5,12,4,1.5,4.2,7
2014-15,33,UDINESE,INTER,28/04/2015,DACIA ARENA - STADIO FRIULI - UDINE,20:45,GIANLUCA ROCCHI,1,2,A,0,0,D,1,2,A,0,0,0,1,0,0,0,0,0,1,1,0,Andrea Stramaccioni,Roberto Mancini,36%,64%,9,1,5,0,0 (0),1 (1),6,19,2,11,0,2,4,8,0,0,0,0,12,18,0,0,2,9,1,4,1,2,5,5,3,4,1,0,1,0,7,5,5,11,13,3,6,7,3,8,2,6,3.3,3.3,2.25
