Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Pt_1st_hf,Pt_2nd_hf,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Post_T1,Post_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Blck_shts_T1,Blck_shts_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Drbbl_T1,Drbbl_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Pss_Cmpl_T1,Pss_Cmpl_T2,Pss_Cmpl_Perc_T1,Pss_Cmpl_Perc_T2,Pss_Fnl_Thr_T1,Pss_Fnl_Thr_T2,Frwd_Pss_T1,Frwd_Pss_T2,Crs_Suc_Atp_T1,Crs_Suc_Atp_T2,Lng_Pss_T1,Lng_Pss_T2,Key_Pss_T1,Key_Pss_T2,Rcv_Bls_T1,Rcv_Bls_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Blls_Plyd_T1,Blls_Plyd_Def_T1,Blls_Plyd_Mid_T1,Blls_Plyd_Atk_T1,Blls_Plyd_T2,Blls_Plyd_Def_T2,Blls_Plyd_Mid_T2,Blls_Plyd_Atk_T2,Tch_Def_Top_Left_T1,Tch_Def_Top_Ctr_Left_T1,Tch_Def_Top_Ctr_Right_T1,Tch_Def_Top_Right_T1,Tch_Def_Btm_Left_T1,Tch_Def_Btm_Ctr_Left_T1,Tch_Def_Btm_Ctr_Right_T1,Tch_Def_Btm_Right_T1,Tch_Mid_Top_Left_T1,Tch_Mid_Top_Ctr_Left_T1,Tch_Mid_Top_Ctr_Right_T1,Tch_Mid_Top_Right_T1,Tch_Mid_Btm_Left_T1,Tch_Mid_Btm_Ctr_Left_T1,Tch_Mid_Btm_Ctr_Right_T1,Tch_Mid_Btm_Right_T1,Tch_Atk_Top_Left_T1,Tch_Atk_Top_Ctr_Left_T1,Tch_Atk_Top_Ctr_Right_T1,Tch_Atk_Top_Right_T1,Tch_Atk_Btm_Left_T1,Tch_Atk_Btm_Ctr_Left_T1,Tch_Atk_Btm_Ctr_Right_T1,Tch_Atk_Btm_Right_T1,Tch_Def_Top_Left_T2,Tch_Def_Top_Ctr_Left_T2,Tch_Def_Top_Ctr_Right_T2,Tch_Def_Top_Right_T2,Tch_Def_Btm_Left_T2,Tch_Def_Btm_Ctr_Left_T2,Tch_Def_Btm_Ctr_Right_T2,Tch_Def_Btm_Right_T2,Tch_Mid_Top_Left_T2,Tch_Mid_Top_Ctr_Left_T2,Tch_Mid_Top_Ctr_Right_T2,Tch_Mid_Top_Right_T2,Tch_Mid_Btm_Left_T2,Tch_Mid_Btm_Ctr_Left_T2,Tch_Mid_Btm_Ctr_Right_T2,Tch_Mid_Btm_Right_T2,Tch_Atk_Top_Left_T2,Tch_Atk_Top_Ctr_Left_T2,Tch_Atk_Top_Ctr_Right_T2,Tch_Atk_Top_Right_T2,Tch_Atk_Btm_Left_T2,Tch_Atk_Btm_Ctr_Left_T2,Tch_Atk_Btm_Ctr_Right_T2,Tch_Atk_Btm_Right_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2021-2022,15,HELLAS VERONA,CAGLIARI,30/11/2021,MARCANTONIO BENTEGODI STADIUM,20:45,MATTEO  MARCENARO,CIRO  CARBONE,ROBERT  AVALOS,DAVIDE  MASSA,MASSIMILIANO  IRRATI,DANIELE BINDONI,0,0,D,IGOR TUDOR,WALTER MAZZARRI,3-4-2-1,4-4-2,94'02,47'47,23'38,24'09,51%,32'57 (69%),15'05 (46%),17'52 (54%),14'50 (31%),10'17 (69%),4'33 (31%),4'18,6'12,5'30,5'25,5'38,5'54,2'10,3'08,2'20,2'45,2'31,1'56,15,12,6(0),4(0),2,0,1,0,3,2,1,0,5,7,4,6,4,1,10,9,0,0,3,0,12,3,11,1,15,12,480,156,83%,61%,116,44,282,85,3/13,2/8,38,24,10,9,71,75,0 (0),0 (0),114.274,26.059,77.336,10.879,112.208,26.275,74.38,11.553,7.2,7.1,6 (20%),14 (47%),10 (33%),1 (5%),14 (66%),6 (29%),873,214,448,211,534,210,228,96,11,24,31,3,15,45,58,27,34,59,77,37,65,40,55,81,40,33,30,35,32,15,12,14,6,49,46,18,15,31,28,17,37,33,23,18,25,49,27,16,17,23,18,7,11,10,9,1,GIANLUCA CAPRARI,10,JOAO PEDRO,10,1.61,4,5.25
2021-2022,15,SALERNITANA,JUVENTUS,30/11/2021,ARECHI STADIUM,20:45,FRANCESCO  FOURNEAU,GIOVANNI  BACCINI,ALESSIO  SACCENTI,LIVIO  MARINELLI,ALEANDRO  DI PAOLO,DARIO CECCONI,0,2,A,STEFANO COLANTUONO,MASSIMILIANO ALLEGRI,4-4-2,4-2-3-1,97'27,53'10,22'48,30'22,55%,13'48 (26%),7'41 (56%),6'07 (44%),39'22 (74%),17'42 (45%),21'40 (55%),3'15,0'21,1'39,2'48,2'39,3'06,4'35,6'23,6'35,5'58,4'53,10'58,4,18,0(0),7(2),0,1,0,1,0,3,1,1,3,8,5,0,1,3,2,10,0,2,1,3,7,7,4,4,14,9,211,759,76%,93%,35,160,107,436,1/10,1/9,12,37,2,9,40,48,0 (0),1 (0),111.883,26.405,77.862,7.616,109.371,28.317,73.661,7.393,6.7,6.5,6 (35%),3 (18%),8 (47%),15 (33%),12 (27%),18 (40%),497,214,197,86,1043,166,621,256,12,38,39,8,25,32,42,18,12,25,32,25,25,25,26,27,25,9,5,10,13,9,7,8,11,23,26,14,19,30,29,14,57,115,81,31,81,117,83,56,31,65,56,36,11,20,18,19,LUCA RANIERI,19,ALVARO MORATA,9,9.5,5.5,1.3
2021-2022,15,BOLOGNA,ROMA,01/12/2021,RENATO DALL'ARA STADIUM,18:30,LUCA  PAIRETTO,GIACOMO  PAGANESSI,MATTIA  SCARPA,FRANCESCO  MERAVIGLIA,MASSIMILIANO  IRRATI,SALVATORE AFFATATO,1,0,H,SINISA MIHAJLOVIC,JOSE' MOURINHO,3-4-2-1,3-5-2,98'02,52'25,27'00,25'25,53%,22'31 (43%),12'51 (57%),9'40 (43%),29'54 (57%),14'45 (49%),15'09 (51%),2'41,3'29,4'38,4'24,3'51,3'28,6'22,6'20,3'30,4'12,4'56,4'34,6,13,3(1),5(0),0,1,0,0,1,3,0,0,1,5,5,2,2,3,6,8,1,0,2,4,7,5,3,3,9,18,312,442,81%,85%,70,91,127,216,1/6,2/7,35,27,5,8,68,66,0 (0),0 (0),109.92,28.007,73.093,8.82,105.505,28.572,68.694,8.239,6.6,6.3,8 (27%),10 (33%),12 (40%),8 (28%),7 (24%),14 (48%),633,273,238,122,782,231,377,174,1,39,43,16,18,43,55,58,32,30,25,33,43,36,20,19,20,15,26,27,8,10,5,11,11,39,41,3,29,31,55,22,18,59,59,57,37,54,50,43,50,30,31,25,16,7,9,6,MATTIAS SVANBERG,32,TAMMY ABRAHAM,9,3.1,3.6,2.2
2021-2022,15,INTER,SPEZIA,01/12/2021,GIUSEPPE MEAZZA STADIUM,18:30,DAVIDE  GHERSINI,DANIELE  MARCHI,GIUSEPPE  MACADDINO,DANIELE  PATERNA,PAOLO SILVIO  MAZZOLENI,LUCA MONDIN,2,0,H,SIMONE INZAGHI,THIAGO  MOTTA,3-5-2,4-3-3,94'06,52'56,26'01,26'55,56%,33'20 (63%),13'07 (39%),20'13 (61%),19'36 (37%),13'19 (68%),6'17 (32%),6'57,6'00,5'10,4'56,5'25,4'52,1'57,3'32,2'25,2'42,2'20,6'40,31,7,11(2),4(0),1,1,1,0,6,2,1,0,13,0,4,9,7,3,24,4,1,0,1,0,4,6,11,1,18,10,592,306,91%,81%,192,49,374,111,5/18,3/6,32,28,23,4,58,47,1 (1),0 (0),114.454,27.394,78.123,8.937,110.892,26.978,75.804,8.11,7,6.8,23 (45%),17 (33%),11 (22%),6 (25%),11 (46%),7 (29%),910,180,428,302,623,325,213,85,2,21,17,3,14,56,47,20,30,61,70,17,54,72,78,46,44,62,58,51,20,23,25,19,12,65,58,14,42,45,53,36,21,29,28,38,29,21,33,14,21,14,25,12,2,5,2,4,LAUTARO MARTINEZ,10,REY MANAJ,9,1.18,7.5,13
2021-2022,15,GENOA,MILAN,01/12/2021,LUIGI FERRARIS STADIUM,20:45,JUAN LUCA  SACCHI,MAURO  VIVENZI,ALESSANDRO  LO CICERO,GIOVANNI  AYROLDI,LUCA  BANTI,RODOLFO DI VUOLO,0,3,A,ANDRIY SHEVCHENKO,STEFANO PIOLI,3-5-2,4-2-3-1,97'03,50'36,23'59,26'37,52%,21'14 (42%),15'48 (74%),5'26 (26%),29'22 (58%),18'31 (63%),10'51 (37%),2'46,2'16,5'01,3'23,4'47,3'01,4'21,4'02,5'33,4'43,3'16,7'27,10,18,3(0),5(3),1,0,0,1,2,3,0,0,4,7,2,3,3,6,6,11,0,1,1,3,14,9,2,6,11,16,346,486,85%,88%,42,110,113,217,2/4,5/10,32,37,6,10,49,57,0 (0),0 (0),112.007,26.321,78.136,7.62,109.012,28.33,72.418,8.264,6.7,6.7,6 (29%),6 (28%),9 (43%),14 (36%),11 (28%),14 (36%),657,221,343,93,800,240,371,189,5,41,26,11,22,30,48,38,49,63,63,40,22,32,39,35,13,18,24,13,6,7,6,6,5,28,39,8,26,45,55,34,29,53,53,59,40,31,42,64,36,35,32,35,15,13,11,12,CALEB EKUBAN,20,JUNIOR MESSIAS,30,5,4,1.66
2021-2022,15,SASSUOLO,NAPOLI,01/12/2021,MAPEI STADIUM - CITTA' DEL TRICOLORE STADIUM,20:45,IVANO  PEZZUTO,STEFANO  ALASSIO,STEFANO  LIBERTI,ANTONIO  DI MARTINO,LUIGI  NASCA,PASQUALE DE MEO,2,2,D,ALESSIO DIONISI,LUCIANO SPALLETTI,4-3-3,4-2-3-1,96'23,60'18,29'54,30'24,63%,30'08 (50%),17'35 (58%),12'33 (42%),30'10 (50%),18'19 (61%),11'51 (39%),4'21,4'58,4'41,3'45,4'43,7'40,5'25,3'42,6'47,5'22,4'53,4'01,9,9,7(2),4(2),2,0,0,0,3,2,0,0,2,2,2,5,0,3,8,8,2,2,2,2,8,6,5,4,10,19,408,389,88%,84%,65,80,195,181,4/10,4/8,24,19,6,6,41,52,0 (0),0 (0),106.009,26.821,69.743,9.445,106.377,26.223,71.686,8.468,6.5,6.4,9 (33%),8 (30%),10 (37%),8 (28%),6 (20%),15 (52%),676,218,317,141,665,203,314,148,8,30,32,6,20,49,53,20,30,35,58,38,37,47,44,28,25,24,20,38,5,5,15,9,9,38,29,6,22,40,36,23,24,42,63,37,35,27,37,49,19,20,29,30,15,19,8,8,GIANLUCA SCAMACCA,91,DRIES MERTENS,14,4,3.9,1.8
2021-2022,15,TORINO,EMPOLI,02/12/2021,OLIMPICO GRANDE TORINO STADIUM,18:30,ANDREA  COLOMBO,MATTEO  BOTTEGONI,MARCO  CECCON,MAURIZIO  MARIANI,PAOLO SILVIO  MAZZOLENI,EMANUELE PRENNA,2,2,D,IVAN JURIC,AURELIO ANDREAZZOLI,3-4-2-1,4-3-1-2,97'02,48'55,22'23,26'32,50%,20'02 (41%),10'21 (52%),9'41 (48%),28'53 (59%),13'45 (48%),15'08 (52%),3'56,4'07,2'54,3'53,2'31,2'41,4'17,3'07,4'02,3'32,6'35,7'20,10,16,3(2),5(2),0,1,0,0,2,2,0,0,5,3,3,1,2,8,5,10,0,2,2,1,5,5,1,11,9,15,237,343,77%,81%,83,126,159,212,1/5,8/22,29,18,4,8,54,49,0 (0),0 (0),104.242,26.587,69.425,8.23,113.62,28.179,75.468,9.973,6.8,6.8,15 (52%),8 (27%),6 (21%),6 (18%),15 (46%),12 (36%),557,199,202,156,653,185,228,240,14,58,36,9,9,33,28,12,12,28,20,16,42,31,26,27,20,22,21,45,14,10,11,13,16,32,25,13,27,24,26,22,20,31,49,19,28,33,31,17,39,46,43,36,25,17,14,20,TOMMASO POBEGA,4,ANDREA LA MANTIA,19,1.72,3.8,4.75
2021-2022,15,LAZIO,UDINESE,02/12/2021,OLIMPICO STADIUM,20:45,MARCO  PICCININI,NICCOLO'  PAGLIARDINI,CHRISTIAN  ROSSI,ANTONIO  RAPUANO,FABIO  MARESCA,DAMIANO DI IORIO,4,4,D,MAURIZIO SARRI,LUCA GOTTI,4-3-3,4-4-2,102’13,48’49,26’58,21’51,48%,30’15 (62%),14’11 (47%),16’04 (53%),18’34 (38%),11’57 (64%),6’37 (36%),6’36,5’29,5’06,4’51,3’35,4’38,3’11,3’28,3’08,1’38,2’44,4’25,13,12,5(4),5(4),2,1,0,0,3,4,0,0,6,2,1,1,2,5,9,9,1,4,4,1,7,6,5,4,11,11,500,279,87%,81%,126,56,301,119,4/9,0/0,21,25,8,5,52,56,0 (0),0 (0),108.085,25.871,72.04,10.174,103.223,28.052,67.181,7.99,6.6,6.3,14 (31%),14 (31%),17 (38%),13 (39%),12 (37%),8 (24%),793,143,456,194,578,223,259,96,9,32,31,2,17,30,18,4,39,68,78,15,61,74,77,44,28,38,36,39,6,19,13,15,12,51,46,7,13,39,37,18,23,43,34,45,19,26,38,31,11,21,10,16,6,13,10,9,SERGEJ MILINKOVIC-SAVIC,21,BETO,9,1.66,3.8,5.25
2021-2022,16,MILAN,SALERNITANA,04/12/2021,GIUSEPPE MEAZZA STADIUM,15:00,ANTONIO  GIUA,GAMAL  MOKHTAR,DAVIDE  MIELE,FEDERICO  DIONISI,DANIELE  ORSATO,ALESSIO TOLFO,2,0,H,STEFANO PIOLI,STEFANO COLANTUONO,4-2-3-1,3-5-2,94'49,53'04,27'05,25'59,56%,37'08 (70%),22'38 (61%),14'30 (39%),15'56 (30%),11'17 (71%),4'39 (29%),6'47,5'46,7'19,5'23,6'12,5'41,2'14,1'38,3'21,4'08,2'51,1'44,22,7,8(2),2(0),1,0,0,0,6,1,0,0,10,3,2,6,4,2,18,5,2,0,1,1,17,5,9,5,11,9,635,224,90%,76%,102,34,244,107,2/8,2/3,34,26,17,5,62,59,0 (0),0 (0),108.404,28.238,70.717,9.449,109.614,27.062,74.581,7.971,6.7,6.7,12 (35%),12 (36%),10 (29%),8 (50%),4 (25%),4 (25%),969,242,535,192,531,202,258,71,12,27,29,3,25,64,56,26,84,100,93,55,53,49,52,49,32,47,33,19,14,14,24,9,3,48,51,6,8,37,32,17,24,31,32,32,26,21,44,48,3,15,24,8,4,4,4,9,ALEXIS SAELEMAEKERS,56,ANDREA SCHIAVONE,8,1.18,7,15
2021-2022,16,ROMA,INTER,04/12/2021,OLIMPICO STADIUM,18:00,MARCO  DI BELLO,DOMENICO  PALERMO,GIUSEPPE  PERROTTI,GIACOMO  CAMPLONE,DAVIDE  MASSA,STEFANO ALASSIO,0,3,A,JOSE' MOURINHO,SIMONE INZAGHI,3-5-2,3-5-2,93'58,62'07,30'28,31'39,66%,21'06 (34%),13'45 (65%),7'21 (35%),41'01 (66%),27'26 (67%),13'35 (33%),4'15,2'29,2'08,3'02,4'11,5'01,5'24,8'18,7'54,6'30,6'54,6'01,9,10,1(0),4(3),1,1,0,0,1,3,0,0,4,4,1,1,4,2,8,8,0,2,0,1,9,5,4,4,9,6,330,711,87%,93%,54,93,137,231,5/6,4/10,28,43,8,6,44,49,0 (0),0 (0),109.659,26.101,74.762,8.796,111.871,25.465,76.07,10.336,6.8,7.1,8 (44%),4 (23%),6 (33%),12 (48%),4 (16%),9 (36%),581,215,258,108,961,333,474,154,18,43,23,6,28,29,42,26,36,35,38,32,22,23,41,31,18,17,19,14,15,6,10,9,11,38,49,10,52,84,62,27,65,91,73,66,43,35,45,56,19,24,24,35,4,16,12,20,NICOLO' ZANIOLO,22,HAKAN CALHANOGLU,20,3.8,3.8,1.9
2021-2022,16,NAPOLI,ATALANTA,04/12/2021,Diego Armando MARADONA STADIUM,20:45,MAURIZIO  MARIANI,SALVATORE  LONGO,ANTONIO  VONO,FRANCESCO  FOURNEAU,LUCA  BANTI,MATTEO PASSERI,2,3,A,LUCIANO SPALLETTI,GIAN PIERO GASPERINI,3-4-3,3-4-2-1,94'07,50'26,27'51,22'35,54%,27'43 (55%),18'05 (65%),9'38 (35%),22'43 (45%),10'57 (48%),11'46 (52%),5'27,5'21,4'44,4'17,2'37,5'17,3'44,4'25,4'10,3'02,3'22,4'00,15,21,4(2),7(3),0,1,1,0,3,5,0,1,7,6,4,2,4,8,12,19,1,3,0,0,18,5,6,7,16,18,451,363,85%,84%,67,79,171,197,1/6,2/7,23,30,11,16,62,57,0 (0),0 (0),110.089,26.598,74.138,9.353,110.462,28.014,72.862,9.586,6.9,6.9,6 (21%),12 (41%),11 (38%),6 (22%),16 (59%),5 (19%),791,263,386,142,676,172,353,151,10,27,47,4,45,43,61,26,38,77,71,38,37,36,41,48,29,15,20,11,25,21,8,13,5,26,36,16,23,24,15,27,50,39,47,42,39,32,53,51,23,28,25,20,11,18,11,15,DRIES MERTENS,14,DUVAN ZAPATA,91,2.45,3.5,2.8
2021-2022,16,BOLOGNA,FIORENTINA,05/12/2021,RENATO DALL'ARA STADIUM,12:30,MASSIMILIANO  IRRATI,MAURO  GALETTO,DAVIDE   MORO,MATTEO  MARCHETTI,ALEANDRO  DI PAOLO,STEFANO LIBERTI,2,3,A,SINISA MIHAJLOVIC,VINCENZO ITALIANO,3-4-2-1,4-3-3,95'14,49'49,26'49,23'00,52%,18'25 (37%),11'43 (64%),6'42 (36%),31'24 (63%),17'40 (56%),13'44 (44%),2'55,3'07,2'51,2'29,3'00,4'03,6'23,5'34,5'59,7'40,2'23,3'25,8,6,3(2),3(3),1,0,0,2,2,2,0,0,2,2,0,1,3,1,7,4,2,1,2,3,1,7,0,2,12,15,261,504,79%,87%,27,102,83,224,7/11,3/10,25,63,5,3,44,44,0 (0),1 (1),108.893,25.493,75.115,8.285,107.031,26.131,73.114,7.786,6.7,6.7,10 (48%),3 (14%),8 (38%),12 (39%),6 (19%),13 (42%),518,236,210,72,767,218,369,180,9,28,33,5,23,58,47,33,33,25,34,33,25,28,20,12,17,8,8,15,6,8,7,3,1,31,28,3,25,41,51,38,31,39,72,49,43,44,40,51,44,31,34,39,11,8,4,9,MUSA BARROW,99,DUSAN VLAHOVIC,9,2.87,3.3,2.5
2021-2022,16,SPEZIA,SASSUOLO,05/12/2021,ALBERTO PICCO STADIUM,15:00,FABIO  MARESCA,ANDREA  ZINGARELLI,FRANCESCA  DI MONTE,MATTEO  MARCENARO,LUCA  BANTI,DOMENICO ROCCA,2,2,D,THIAGO  MOTTA,ALESSIO DIONISI,4-3-3,4-3-3,97'02,57'09,26'36,30'33,59%,19'25 (34%),12'24 (64%),7'01 (36%),37'44 (66%),16'12 (43%),21'32 (57%),1'40,4'10,4'47,4'25,2'19,2'04,5'48,5'22,4'49,7'17,6'45,7'43,9,20,4(2),5(2),0,1,0,1,4,2,0,3,3,8,3,2,2,7,8,15,2,1,4,1,9,11,2,5,11,9,228,532,72%,88%,42,132,93,329,2/4,1/11,27,30,6,14,63,65,0 (0),0 (0),108.141,23.866,73.528,10.747,107.902,25.427,73.24,9.235,7,6.7,14 (56%),6 (24%),5 (20%),14 (42%),7 (22%),12 (36%),562,248,213,101,856,180,448,228,12,31,40,10,21,62,45,27,10,34,41,18,18,31,35,26,11,14,16,23,7,5,13,12,4,19,16,2,33,41,46,19,28,74,74,13,65,89,74,31,26,58,65,26,12,11,13,17,REY MANAJ,9,GIACOMO RASPADORI,18,3.3,3.75,2.05
2021-2022,16,VENEZIA,HELLAS VERONA,05/12/2021,PIER LUIGI PENZO STADIUM,15:00,ALESSANDRO  PRONTERA,LUIGI  ROSSI,DOMENICO  FONTEMURATO,ANDREA  COLOMBO,DANIELE  ORSATO,GIOVANNI BACCINI,3,4,A,PAOLO ZANETTI,IGOR TUDOR,4-3-3,3-4-2-1,96'18,41'36,21'50,19'46,43%,17'52 (43%),10'53 (61%),6'59 (39%),23'44 (57%),14'19 (60%),9'25 (40%),3'52,3'16,3'20,2'24,1'09,3'51,3'09,4'49,3'24,4'53,3'21,4'08,9,16,5(3),6(3),1,0,0,2,3,4,0,0,4,4,3,2,0,6,7,10,2,1,1,1,13,5,1,6,13,14,231,345,72%,81%,53,96,108,198,3/8,2/14,35,27,5,8,64,63,0 (0),1 (1),101.148,23.824,68.042,9.282,105.243,23.876,71.101,10.266,7.1,7.1,9 (33%),10 (37%),8 (30%),9 (20%),16 (37%),19 (43%),611,232,257,122,706,171,348,187,7,44,46,16,23,41,29,26,20,32,36,45,41,37,26,20,28,18,16,21,8,9,11,11,14,28,21,8,15,30,32,23,26,49,47,47,32,47,63,37,31,28,22,36,28,16,16,10,DOMEN CRNIGOJ,33,GIOVANNI SIMEONE,99,3.6,3.5,2
2021-2022,16,SAMPDORIA,LAZIO,05/12/2021,LUIGI FERRARIS STADIUM,18:00,MICHAEL  FABBRI,CIRO  CARBONE,RODOLFO  DI VUOLO,FRANCESCO  MERAVIGLIA,MARCO  GUIDA,ALBERTO TEGONI,1,3,A,ROBERTO D'AVERSA,MAURIZIO SARRI,4-4-2,4-3-3,95'09,56'46,30'43,26'03,60%,27'14 (48%),12'04 (44%),15'10 (56%),29'32 (52%),20'03 (68%),9'29 (32%),3'48,3'19,2'57,5'22,5'40,6'08,4'33,7'45,8'21,3'10,3'12,2'31,18,6,5(1),5(3),1,0,0,0,5,5,0,0,7,1,2,4,6,0,15,5,1,3,1,0,11,7,7,0,13,9,396,478,82%,85%,88,65,202,181,9/25,1/4,44,27,15,2,73,65,0 (0),0 (0),112.204,28.297,75.035,8.872,114.61,25.05,80.007,9.553,6.8,7.2,22 (45%),10 (20%),17 (35%),13 (43%),8 (27%),9 (30%),774,196,369,209,834,333,394,107,5,21,20,13,12,42,50,33,29,68,52,22,38,57,53,50,36,25,26,29,31,11,23,28,29,65,57,21,35,47,47,32,39,57,74,46,32,46,46,54,16,17,28,22,6,6,8,4,MANOLO GABBIADINI,23,CIRO IMMOBILE,17,3.5,3.6,2.05
2021-2022,16,JUVENTUS,GENOA,05/12/2021,ALLIANZ STADIUM STADIUM,20:45,DANIELE  CHIFFI,SERGIO  RANGHETTI,VALERIO  COLAROSSI,ALBERTO  SANTORO,PAOLO  VALERI,FABIANO PRETI,2,0,H,MASSIMILIANO ALLEGRI,ANDRIY SHEVCHENKO,4-2-3-1,3-5-2,93'11,55'24,27'11,28'13,59%,38'46 (70%),19'59 (52%),18'47 (48%),16'38 (30%),12'58 (78%),3'40 (22%),6'17,6'28,5'31,6'57,4'46,8'47,2'19,3'53,2'43,1'51,3'27,2'25,27,0,12(2),0(0),5,0,0,0,9,0,0,0,9,0,0,10,6,0,18,0,1,0,3,0,12,8,5,1,15,7,679,228,91%,74%,155,30,336,64,3/8,1/4,56,18,17,0,66,53,0 (0),0 (0),107.178,28.638,70.48,8.06,114.501,25.884,79.546,9.071,6.6,7,8 (23%),23 (66%),4 (11%),1 (11%),5 (56%),3 (33%),1006,202,544,260,551,285,202,64,1,25,15,9,26,53,51,22,54,93,88,60,67,67,60,55,48,40,45,37,19,18,24,29,20,51,68,11,28,28,41,38,19,31,39,31,25,18,17,22,6,9,18,12,8,4,6,1,PAULO DYBALA,10,HERNANI,33,1.25,6,12
2021-2022,16,EMPOLI,UDINESE,06/12/2021,CARLO CASTELLANI STADIUM,18:30,DANIELE  PATERNA,VITO  MASTRODONATO,MARCELLO  ROSSI,LIVIO  MARINELLI,ALEANDRO  DI PAOLO,ALESSANDRO LO CICERO,3,1,H,AURELIO ANDREAZZOLI,LUCA GOTTI,4-3-1-2,4-4-2,97'00,56'36,30'08,26'28,58%,32'49 (58%),17'11 (52%),15'38 (48%),23'47 (42%),16'38 (70%),7'09 (30%),6'29,6'21,6'15,4'36,4'57,4'11,3'38,3'14,4'11,3'30,3'14,6'00,22,19,9(3),8(1),1,0,0,0,5,4,1,0,6,6,6,5,7,5,14,17,2,1,1,1,17,10,8,6,12,18,413,286,84%,80%,92,82,222,163,3/9,3/7,32,28,12,16,75,66,0 (0),0 (0),114.742,24.469,78.605,11.668,108.273,26.149,72.139,9.985,7.2,6.8,28 (58%),7 (15%),13 (27%),18 (47%),9 (24%),11 (29%),772,194,398,180,639,243,253,143,10,39,33,9,20,40,26,17,49,54,62,26,35,47,71,54,24,28,28,27,13,17,19,24,5,45,47,10,32,34,45,25,34,21,38,37,18,25,26,54,13,20,26,29,13,12,19,11,ANDREA PINAMONTI,99,GERARD DEULOFEU,10,2.6,3.25,2.8
2021-2022,16,CAGLIARI,TORINO,06/12/2021,UNIPOL DOMUS STADIUM,20:45,LUCA  MASSIMI,DARIO  CECCONI,ALESSANDRO  CIPRESSA,GIANPIERO  MIELE,PAOLO SILVIO  MAZZOLENI,DAMIANO DI IORIO,1,1,D,WALTER MAZZARRI,IVAN JURIC,3-5-2,3-4-2-1,95'09,41'34,20'55,20'39,44%,20'21 (49%),10'43 (53%),9'38 (47%),21'13 (51%),14'07 (67%),7'06 (33%),2'55,2'48,5'49,2'21,2'50,3'38,3'18,3'37,2'28,3'04,4'07,4'39,15,8,2(1),3(0),1,0,0,0,2,1,0,0,8,5,3,1,5,0,11,7,0,0,4,5,8,13,5,2,12,24,250,273,69%,70%,75,61,148,144,6/18,4/9,27,18,10,7,79,76,0 (0),0 (0),104.81,25.803,68.467,10.54,103.225,25.528,67.964,9.733,6.9,6.8,6 (22%),6 (22%),15 (56%),6 (24%),8 (32%),11 (44%),715,200,314,201,709,295,287,127,8,33,22,4,28,42,52,11,27,50,57,29,49,44,36,22,41,25,42,14,23,18,29,9,13,60,44,19,38,43,37,41,17,25,59,36,36,36,38,40,21,19,29,19,9,9,12,9,JOAO PEDRO,10,ANTONIO SANABRIA,19,3.5,3.2,2.25
