Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,Gls_T1,Gls_T2,FR,Gls_fh_T1,Gls_fh_T2,FHR,Gls_sh_T1,Gls_sh_T2,SHR,Gls_0_15_T1,Gls_16_30_T1,Gls_31_HT_T1,Gls_46_60_T1,Gls_61_75_T1,Gls_76_FT_T1,Gls_0_15_T2,Gls_16_30_T2,Gls_31_HT_T2,Gls_46_60_T2,Gls_61_75_T2,Gls_76_FT_T2,Coach_T1,Coach_T2,Svs_T1,Svs_T2,Crcl_svs_T1,Crcl_svs_T2,Pnt_T1,Pnt_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,FlsC_T1,FlsC_T2,Post_T1,Post_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,1st_yllw_crd_T1,1st_yllw_crd_T2,2nd_yllw_crd_T1,2nd_yllw_crd_T2,rd_crd_T1,rd_crd_T2,Fst_brk_T1,Fst_brk_T2,Crs_T1,Crs_T2,Lng_blls_T1,Lng_blls_T2,Atk_mddl_T1,Atk_mddl_T2,Atk_rght_T1,Atk_rght_T2,Atk_lft_T1,Atk_lft_T2,bet365_home_win,bet365_draw,bet365_away_win
2012-13,2,BOLOGNA,MILAN,01/09/2012,RENATO DALL'ARA - BOLOGNA,20:45,PAOLO TAGLIAVENTO,1,3,A,1,1,D,0,2,A,0,0,1,0,0,0,0,1,0,0,0,2,Stefano Pioli,Massimiliano Allegri,2,1,NODATA,NODATA,1 (1),1 (1),13,13,2,5,NODATA,NODATA,11,8,NODATA,NODATA,15,19,0,0,NODATA,NODATA,1,0,0,0,1,7,2,5,0,0,0,0,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,3.6,3.2,2.1
2012-13,2,UDINESE,JUVENTUS,02/09/2012,DACIA ARENA - STADIO FRIULI - UDINE,18:00,PAOLO VALERI,1,4,A,0,2,A,1,2,A,0,0,0,0,0,1,1,0,1,1,1,0,Francesco Guidolin,Massimo Carrera,8,1,NODATA,NODATA,0 (0),1 (1),8,18,2,12,NODATA,NODATA,6,6,NODATA,NODATA,11,18,0,0,NODATA,NODATA,0,0,4,2,3,5,3,3,0,0,1,0,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,5,3.5,1.73
2012-13,2,CAGLIARI,ATALANTA,02/09/2012,IS ARENAS - QUARTU SANT'ELENA,20:45,SEBASTIANO PERUZZO,1,1,D,0,0,D,1,1,D,0,0,0,0,0,1,0,0,0,0,0,1,Massimo Ficcadenti,Stefano Colantuono,5,5,NODATA,NODATA,2 (0),0 (0),17,9,7,6,NODATA,NODATA,10,3,NODATA,NODATA,22,15,0,0,NODATA,NODATA,1,0,1,1,12,2,3,2,0,1,0,0,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,2.3,3,3.4
2012-13,2,CATANIA,GENOA,02/09/2012,ANGELO MASSIMINO - CATANIA,20:45,ANTONIO DANILO GIANNOCCARO,3,2,H,0,1,A,3,1,H,0,0,0,0,2,1,0,1,0,0,0,1,Rolando Maran,Luigi De Canio,3,4,NODATA,NODATA,0 (0),0 (0),16,15,6,6,NODATA,NODATA,10,9,NODATA,NODATA,21,20,0,1,NODATA,NODATA,3,1,3,2,9,5,3,2,0,0,0,0,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,2.05,3.25,3.75
2012-13,2,INTER,ROMA,02/09/2012,GIUSEPPE MEAZZA - MILANO,20:45,MAURO BERGONZI,1,3,A,1,1,D,0,2,A,0,0,1,0,0,0,1,0,0,0,1,1,Andrea Stramaccioni,Zdenek Zeman,0,5,NODATA,NODATA,0 (0),0 (0),12,10,6,3,NODATA,NODATA,6,7,NODATA,NODATA,18,17,0,0,NODATA,NODATA,0,4,5,3,10,2,2,2,0,1,0,0,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,1.95,3.6,3.75
2012-13,2,LAZIO,PALERMO,02/09/2012,OLIMPICO - ROMA,20:45,DOMENICO CELI,3,0,H,1,0,H,2,0,H,0,0,1,1,0,1,0,0,0,0,0,0,Vladimir Petkovic,Giuseppe Sannino,2,4,NODATA,NODATA,0 (0),0 (0),11,5,7,2,NODATA,NODATA,4,3,NODATA,NODATA,12,7,0,0,NODATA,NODATA,2,0,0,0,7,4,3,2,0,0,0,0,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,1.67,3.75,5
2012-13,2,NAPOLI,FIORENTINA,02/09/2012,SAN PAOLO - NAPOLI,20:45,ANTONIO DAMATO,2,1,H,0,0,D,2,1,H,0,0,0,1,1,0,0,0,0,0,0,1,Walter Mazzarri,Vincenzo Montella,4,0,NODATA,NODATA,0 (0),0 (0),4,13,2,5,NODATA,NODATA,2,8,NODATA,NODATA,16,10,0,0,NODATA,NODATA,2,0,2,1,7,9,2,2,0,0,0,0,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,1.73,3.5,5
2012-13,2,PARMA,CHIEVOVERONA,02/09/2012,ENNIO TARDINI - PARMA,20:45,DAVIDE MASSA,2,0,H,1,0,H,1,0,H,0,0,1,0,0,1,0,0,0,0,0,0,Roberto Donadoni,Domenico Di Carlo,1,1,NODATA,NODATA,0 (0),0 (0),10,6,3,1,NODATA,NODATA,7,5,NODATA,NODATA,23,18,0,0,NODATA,NODATA,2,1,1,5,3,4,3,3,0,0,0,0,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,2.05,3.2,3.8
2012-13,2,SAMPDORIA,ROBUR SIENA,02/09/2012,LUIGI FERRARIS - GENOVA,20:45,GIANLUCA ROCCHI,2,1,H,1,0,H,1,1,D,0,0,1,0,1,0,0,0,0,0,1,0,Ciro Ferrara,Serse Cosmi,3,3,NODATA,NODATA,0 (0),1 (0),9,7,7,5,NODATA,NODATA,2,2,NODATA,NODATA,15,20,2,1,NODATA,NODATA,1,1,1,7,11,1,3,3,0,1,0,0,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,1.83,3.4,4.5
2012-13,3,PALERMO,CAGLIARI,15/09/2012,RENZO BARBERA - PALERMO,18:00,PAOLO SILVIO MAZZOLENI,1,1,D,1,0,H,0,1,A,0,0,1,0,0,0,0,0,0,0,0,1,Giuseppe Sannino,Massimo Ficcadenti,0,0,0,0,0 (0),0 (0),3,0,1,0,1,0,2,0,0,0,15,26,1,0,0,0,0,1,6,3,0,1,3,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,2.2,3.2,3.4
2012-13,3,MILAN,ATALANTA,15/09/2012,GIUSEPPE MEAZZA - MILANO,20:45,DANIELE ORSATO,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,1,0,Massimiliano Allegri,Stefano Colantuono,4,7,2,1,0 (0),0 (0),13,9,7,6,0,0,6,3,0,0,8,18,0,1,2,3,0,3,0,1,8,4,2,4,0,0,0,0,3,7,20,6,8,20,7,3,2,2,7,4,1.5,4,7
2012-13,3,CHIEVOVERONA,LAZIO,16/09/2012,MARCANTONIO BENTEGODI - VERONA,12:30,NICOLA RIZZOLI,1,3,A,0,2,A,1,1,D,0,0,0,0,0,1,1,0,1,0,1,0,Domenico Di Carlo,Vladimir Petkovic,5,1,1,1,1 (1),0 (0),9,12,2,8,1,0,7,4,0,1,13,17,0,0,1,1,0,0,2,1,13,1,3,2,0,0,0,0,0,1,7,4,7,6,2,3,3,3,3,3,2.8,3.1,2.6
2012-13,3,FIORENTINA,CATANIA,16/09/2012,ARTEMIO FRANCHI - FIRENZE,15:00,DANIELE DOVERI,2,0,H,1,0,H,1,0,H,0,0,1,0,1,0,0,0,0,0,0,0,Vincenzo Montella,Rolando Maran,5,5,0,1,0 (0),0 (0),14,7,7,5,0,0,7,2,0,0,15,16,0,0,2,0,5,2,5,1,5,3,3,2,0,0,0,0,2,2,8,1,12,7,13,9,15,11,18,9,1.91,3.3,4.2
2012-13,3,GENOA,JUVENTUS,16/09/2012,LUIGI FERRARIS - GENOVA,15:00,GIANLUCA ROCCHI,1,3,A,1,0,H,0,3,A,0,1,0,0,0,0,0,0,0,0,1,2,Luigi De Canio,Massimo Carrera,2,4,2,1,0 (0),1 (1),12,15,6,6,2,1,6,9,0,1,15,16,1,1,7,5,0,5,0,2,1,9,2,3,0,0,0,0,5,5,14,34,28,8,5,4,2,4,2,11,5.5,3.75,1.62
2012-13,3,NAPOLI,PARMA,16/09/2012,SAN PAOLO - NAPOLI,15:00,ANDREA GERVASONI,3,1,H,2,1,H,1,0,H,1,0,1,0,0,1,0,0,1,0,0,0,Walter Mazzarri,Roberto Donadoni,4,3,0,3,1 (1),0 (0),13,23,7,5,3,1,6,18,0,1,16,16,1,0,5,2,8,1,3,4,1,5,1,4,0,0,0,0,1,3,8,12,9,11,7,4,4,6,4,7,1.55,3.8,6.5
2012-13,3,PESCARA,SAMPDORIA,16/09/2012,ADRIATICO - GIOVANNI CORNACCHIA - PESCARA,15:00,RICCARDO PINZANI,2,3,A,0,1,A,2,2,D,0,0,0,0,1,1,0,0,1,1,0,1,Giovanni Stroppa,Ciro Ferrara,3,4,0,0,0 (0),0 (0),13,9,8,6,0,1,5,3,0,0,15,13,2,0,0,0,4,4,2,5,6,2,4,2,0,0,0,0,1,1,19,6,27,14,10,2,25,10,13,8,2.8,3.1,2.6
2012-13,3,ROBUR SIENA,UDINESE,16/09/2012,ARTEMIO FRANCHI - SIENA,15:00,ANDREA DE MARCO,2,2,D,0,2,A,2,0,H,0,0,0,0,1,1,2,0,0,0,0,0,Serse Cosmi,Francesco Guidolin,5,5,0,0,1 (1),0 (0),14,10,8,7,3,0,6,3,1,1,16,13,1,0,0,0,2,5,1,4,3,1,2,2,0,1,0,0,0,1,6,3,5,5,2,1,0,5,0,0,2.5,3.2,2.88
2012-13,3,ROMA,BOLOGNA,16/09/2012,OLIMPICO - ROMA,15:00,MARCO GUIDA,2,3,A,2,0,H,0,3,A,1,1,0,0,0,0,0,0,0,0,2,1,Zdenek Zeman,Stefano Pioli,3,5,0,3,0 (0),0 (0),11,12,8,6,0,0,3,6,0,0,15,20,1,0,6,1,2,1,4,7,3,8,5,3,0,0,0,0,10,8,2,2,7,9,10,8,4,6,9,3,1.4,4.75,7.5
2012-13,3,TORINO,INTER,16/09/2012,OLIMPICO - TORINO,20:45,LUCA BANTI,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,1,0,0,0,0,1,Gian Piero Ventura,Andrea Stramaccioni,2,5,1,1,0 (0),0 (0),13,7,5,4,0,1,8,3,0,0,16,8,0,0,1,0,0,1,6,4,6,1,4,4,0,0,0,0,2,1,12,8,13,14,6,9,6,4,3,3,3.1,3.3,2.3
2012-13,4,PARMA,FIORENTINA,22/09/2012,ENNIO TARDINI - PARMA,18:00,PAOLO VALERI,1,1,D,0,1,A,1,0,H,0,0,0,0,0,1,0,1,0,0,0,0,Roberto Donadoni,Vincenzo Montella,3,3,1,1,2 (1),1 (0),8,11,4,5,2,1,4,6,0,1,24,11,1,1,1,2,1,2,0,1,2,4,3,3,1,0,0,0,2,6,10,5,4,2,5,7,2,3,4,2,2.4,3.2,3
2012-13,4,JUVENTUS,CHIEVOVERONA,22/09/2012,ALLIANZ STADIUM - TORINO,20:45,CARMINE RUSSO,2,0,H,0,0,D,2,0,H,0,0,0,0,2,0,0,0,0,0,0,0,Massimo Carrera,Domenico Di Carlo,2,8,1,1,0 (0),0 (0),21,5,10,2,0,0,11,3,0,0,13,9,0,0,9,2,3,0,2,1,6,3,0,2,0,0,0,0,3,1,11,3,6,4,12,4,3,2,5,1,1.29,5.25,10
2012-13,4,SAMPDORIA,TORINO,23/09/2012,LUIGI FERRARIS - GENOVA,12:30,GIANPAOLO CALVARESE,1,1,D,0,0,D,1,1,D,0,0,0,0,0,1,0,0,0,0,1,0,Ciro Ferrara,Gian Piero Ventura,1,4,1,4,1 (1),1 (1),7,6,5,1,2,1,2,5,0,0,16,22,1,0,5,1,0,1,1,2,6,3,4,4,0,0,0,0,2,1,7,3,15,11,1,3,0,4,10,2,2.1,3.2,3.6
2012-13,4,ATALANTA,PALERMO,23/09/2012,GEWISS STADIUM - BERGAMO,15:00,PIERO GIACOMELLI,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Stefano Colantuono,Gian Piero Gasperini,3,2,0,0,0 (0),0 (0),10,7,3,3,0,1,7,4,0,0,14,18,0,0,4,0,1,0,2,0,7,6,4,3,0,0,0,0,4,2,7,9,12,10,7,7,2,1,5,2,1.83,3.4,4.5
2012-13,4,BOLOGNA,PESCARA,23/09/2012,RENATO DALL'ARA - BOLOGNA,15:00,ANDREA ROMEO,1,1,D,1,1,D,0,0,D,1,0,0,0,0,0,0,0,1,0,0,0,Stefano Pioli,Giovanni Stroppa,7,8,1,4,1 (0),0 (0),15,11,9,8,2,2,6,3,0,0,21,6,0,0,1,3,3,2,0,0,14,4,1,3,0,0,0,1,4,3,20,11,16,9,11,5,16,15,7,12,1.73,3.5,5
2012-13,4,CAGLIARI,ROMA,MATCH FORFEITED,,,,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.5,2.2
2012-13,4,CATANIA,NAPOLI,23/09/2012,ANGELO MASSIMINO - CATANIA,15:00,MAURO BERGONZI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Rolando Maran,Walter Mazzarri,8,2,4,1,0 (0),0 (0),6,18,3,8,0,1,3,10,1,3,15,10,1,0,4,13,2,7,5,3,2,15,3,4,0,0,1,0,6,3,3,22,6,14,1,11,3,6,4,7,2.9,3.3,2.38
2012-13,4,INTER,ROBUR SIENA,23/09/2012,GIUSEPPE MEAZZA - MILANO,15:00,DAVIDE MASSA,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,0,1,1,Andrea Stramaccioni,Serse Cosmi,2,11,2,3,0 (0),0 (0),18,7,11,4,1,0,7,3,0,0,14,8,0,0,0,1,3,2,4,2,10,8,1,4,0,0,0,0,9,8,10,7,0,1,5,0,2,1,3,1,1.4,4.33,8.5
2012-13,4,UDINESE,MILAN,23/09/2012,DACIA ARENA - STADIO FRIULI - UDINE,15:00,DOMENICO CELI,2,1,H,1,0,H,1,1,D,0,0,1,0,1,0,0,0,0,1,0,0,Francesco Guidolin,Massimiliano Allegri,5,6,1,2,1 (1),0 (0),12,13,8,6,1,0,4,7,0,0,15,10,0,0,0,0,0,0,1,0,9,5,2,1,0,2,0,0,1,2,3,7,6,4,5,3,5,4,6,5,2.7,3.4,2.5
2012-13,4,LAZIO,GENOA,23/09/2012,OLIMPICO - ROMA,20:45,ANTONIO DAMATO,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,1,Vladimir Petkovic,Luigi De Canio,2,8,1,1,0 (0),0 (0),19,6,9,3,0,0,10,3,0,0,12,7,1,0,7,2,5,4,2,2,10,1,1,1,0,0,0,0,10,2,11,5,13,18,11,2,8,4,6,1,1.53,4,6
2012-13,5,FIORENTINA,JUVENTUS,25/09/2012,ARTEMIO FRANCHI - FIRENZE,20:45,PAOLO TAGLIAVENTO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Vincenzo Montella,Massimo Carrera,0,0,0,0,0 (0),0 (0),0,0,0,0,0,0,0,0,0,0,12,8,20,0,1,0,5,0,0,3,2,1,3,1,0,0,0,0,0,1,11,2,4,3,3,3,4,1,3,1,3.6,3.25,2.1
2012-13,5,PESCARA,PALERMO,26/09/2012,ADRIATICO - GIOVANNI CORNACCHIA - PESCARA,18:30,DANIELE DOVERI,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Giovanni Stroppa,Gian Piero Gasperini,0,0,3,1,0 (0),0 (0),1,0,1,0,0,2,0,0,0,0,10,12,0,0,0,2,0,0,1,2,4,3,4,2,0,0,0,1,3,7,6,6,14,10,4,2,1,3,5,1,2.5,3.25,2.8
2012-13,5,CATANIA,ATALANTA,26/09/2012,ANGELO MASSIMINO - CATANIA,20:45,MASSIMILIANO IRRATI,2,1,H,0,0,D,2,1,H,0,0,0,1,1,0,0,0,0,1,0,0,Rolando Maran,Stefano Colantuono,0,0,1,3,0 (0),0 (0),2,1,2,1,1,0,0,0,1,1,15,15,0,0,3,2,2,1,1,4,8,4,2,2,0,0,0,0,6,1,3,7,13,12,5,2,1,3,5,0,2.1,3.25,3.6
2012-13,5,CHIEVOVERONA,INTER,26/09/2012,MARCANTONIO BENTEGODI - VERONA,20:45,SEBASTIANO PERUZZO,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,0,0,1,0,1,0,Domenico Di Carlo,Andrea Stramaccioni,0,0,1,3,0 (0),0 (0),0,2,0,2,2,0,0,0,0,1,15,13,0,0,1,1,1,2,2,2,5,0,3,1,0,0,0,0,1,3,9,2,3,9,6,1,6,2,7,5,3,3.2,2.4
2012-13,5,GENOA,PARMA,26/09/2012,LUIGI FERRARIS - GENOVA,20:45,MARCO GUIDA,1,1,D,0,1,A,1,0,H,0,0,0,0,0,1,0,1,0,0,0,0,Luigi De Canio,Roberto Donadoni,0,0,1,2,2 (1),0 (0),0,1,0,1,2,0,0,0,1,0,12,12,0,0,5,2,3,1,5,5,5,7,2,4,0,0,0,0,1,1,8,19,20,17,3,1,2,6,2,5,2.3,3.2,3.2
2012-13,5,MILAN,CAGLIARI,26/09/2012,GIUSEPPE MEAZZA - MILANO,20:45,ANDREA DE MARCO,2,0,H,1,0,H,1,0,H,1,0,0,0,0,1,0,0,0,0,0,0,Massimiliano Allegri,Massimo Ficcadenti,0,0,2,0,0 (0),0 (0),2,0,2,0,0,0,0,0,0,3,21,10,0,0,5,3,4,2,1,2,8,4,3,2,0,1,0,0,2,1,12,5,9,9,0,0,5,1,3,5,1.62,3.6,6
2012-13,5,NAPOLI,LAZIO,26/09/2012,SAN PAOLO - NAPOLI,20:45,LUCA BANTI,3,0,H,2,0,H,1,0,H,0,1,1,0,1,0,0,0,0,0,0,0,Walter Mazzarri,Vladimir Petkovic,0,0,1,0,1 (0),0 (0),5,0,5,0,2,0,0,0,0,0,9,14,0,0,6,1,7,1,2,4,7,8,3,4,0,0,0,0,9,3,7,18,19,15,7,4,4,9,11,4,1.91,3.5,4
2012-13,5,ROMA,SAMPDORIA,26/09/2012,OLIMPICO - ROMA,20:45,PAOLO SILVIO MAZZOLENI,1,1,D,1,0,H,0,1,A,0,0,1,0,0,0,0,0,0,0,1,0,Zdenek Zeman,Ciro Ferrara,0,0,0,0,0 (0),0 (0),1,1,1,1,1,1,0,0,0,0,15,20,0,0,3,1,8,1,3,4,12,3,3,0,0,1,0,0,0,0,18,3,4,4,7,2,5,4,5,1,1.62,4.1,5
2012-13,5,TORINO,UDINESE,26/09/2012,OLIMPICO - TORINO,20:45,DANIELE ORSATO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Gian Piero Ventura,Francesco Guidolin,0,0,1,0,0 (0),0 (0),0,0,0,0,0,0,0,0,0,0,10,16,0,0,5,1,0,0,2,0,5,5,1,0,0,0,0,0,3,0,9,12,25,21,11,4,4,3,3,2,2.3,3.2,3.2
